affiliation_id,affiliation_name,affiliation_country
22265921,national central university,Taiwan
22289153,taipei municipal university of education,Taiwan
22299242,kyoto university,Japan
22348429,ching kuo institute of management and health,Taiwan
22407884,university of maryland eastern shore,United States
22433950,altera,United States
22442739,university of taipei,Taiwan
22465464,university of munster,Germany
22562322,institute for environment and sustainability,Italy
22586776,cheongju university,South Korea
22590746,marathon oil,United States
22607950,university of eldoret,Kenya
22675022,williams college,United States
22696615,aries,Not Found
22716506,lanzhou university of technology,China
22716965,national geophysical research institute,India
22749227,tottori university of environmental studies,Japan
22759111,ohio university,United States
22798298,school of electrical and electronic engineering university of manchester,United Kingdom
22909361,alstom wind,Spain
22954789,lehman brothers,United States
22956069,national institute of advanced studies,India
23075662,taibah university,Saudi Arabia
23077957,chungwoon university,South Korea
23171815,zhengzhou university of light industry,China
23172683,meiji pharmaceutical university,Japan
23229197,giesecke devrient,Germany
23411379,velammal engineering college,India
23430985,jin ai university,Japan
23523235,chiba college of health science,Japan
23569422,boonshoft school of medicine,United States
23582244,ho chi minh city university of science,Vietnam
23604214,institute of robotics and intelligent systems,Switzerland
23609863,university of florida college of medicine,United States
23632641,shanghai university of electric power,China
23686167,national aerospace university kharkiv aviation institute,Ukraine
23726118,sirim,Malaysia
23732399,montana state university,United States
23736277,polytechnic of rijeka,Croatia
23758234,surabaya state university,Indonesia
23805111,mohammad ali jinnah university,Pakistan
23821868,american public university system,United States
23846521,atlantic institute,France
23877868,serco group,United Kingdom
23878562,universidad autonoma de yucatan,Mexico
23906160,university of tripoli,Libya
23923803,university of exeter,United Kingdom
23925101,universidade federal de alfenas,Brazil
23944027,kingsborough community college,United States
23946033,university of tehran,Iran
23968078,university of puerto rico at humacao,Puerto Rico
24010308,richard stockton college of new jersey,United States
24027795,university of johannesburg,South Africa
24057909,bangladesh agricultural university,Bangladesh
24062138,konkuk university,South Korea
24101674,conocophillips,United States
24114819,escola superior de ciencias empresariais,Portugal
24185976,sichuan university,China
24190266,hsbc,United States
24193003,ricoh,Japan
24201400,chengdu university of information technology,China
24214720,hansung university,South Korea
24227732,university of applied sciences ravensburg weingarten,Germany
24240610,american university of paris,France
24240638,southwestern oklahoma state university,United States
24245652,mindanao state university iligan institute of technology,Philippines
24254649,national university corporation tsukuba university of technology,Japan
24262253,fuji heavy industries,Japan
24273437,transport research laboratory,United Kingdom
24286346,gifu shotoku gakuen university,Japan
24306055,suffolk university,United States
24354313,university of buenos aires,Argentina
24359042,hyejeon college,South Korea
24359323,robert koch institute,Germany
24370400,trinity western university,Canada
24384656,indiana university school of medicine,United States
24392897,landmark college,United States
24407930,hunan university of science and engineering,China
24456540,korea aerospace university,South Korea
24511612,wabash college,United States
24541011,soonchunhyang university,South Korea
24568809,transport and telecommunication institute,Latvia
24571045,university of north dakota,United States
24603500,university of massachusetts amherst,United States
24616306,ao foundation,Switzerland
24624658,touro university california,United States
24648388,bradley university,United States
24676775,indian institute of technology madras,India
24712548,faculty of food technology university of osijek,Croatia
24714338,youngsan university,South Korea
24715933,university of la reunion,France
24768240,gjovik university college,Norway
24768866,bulgarian academy of sciences,Bulgaria
24792426,national space development agency of japan,Japan
24796534,washington college,United States
24798489,kharkiv national automobile and highway university,Ukraine
24830596,hertie school of governance,Germany
24861097,st olaf college,United States
24871856,universidade catolica de brasilia,Brazil
24879904,preston university,Pakistan
24881138,tadeusz ko?ciuszko university of technology,Poland
24897511,hellenic military academy,Greece
24906876,supagro,France
24943067,fudan university,China
25010766,halic university,Turkey
25041050,georgia regents university,United States
25055547,hellenic american university,United States
25093896,nazareth college,United States
25112270,federal university of pernambuco,Brazil
25163455,delaware biotechnology institute,United States
25169866,catholic university of portugal,Portugal
25205351,jaypee university of engineering and technology,India
25217355,university of pavia,Italy
25251306,yuanpei university,Taiwan
25254941,beijing normal university,China
25268435,kongsberg sim,Norway
